|TrainingName|TotalCost
3543|business objects webi|0
3544|microsoft power bi|0
3545|qlik sense data architect certification exam|487
3546|epidemiology coursera course|296
3547|english training|0
3548|english training|0
3549|english training|0
3550|english training|0
3551|english training|0
3552|tagetik foundation|800
3553|tagetik reporting|1600
3554|tagetik budget & planning|1769
3555|analytics in a big data world|605
3556|value dynamics for data scientists: how to generate and deliver value with analytics to non-experts|0
3557|analyzing your data with power bi for bi professionals|2865
3558|white belte opleiding argenta|250
3559|project management|500
3560|change management (solvay)|2900
3561|313fa - bpmn - bases|500
3562|tagetik in touch conference & partner summit 2017: may 22-24 - lucca, italy|0
3563|mastering the requirements process |2400
3564|birst|750
3565|salesforce world tour amsterdam|367
3566|infosphere mdm|1634
3567|prince 2 foundation|1300
3568|magazine people sphere (1yr)|200
3569|gestion de projet : fondements et principes|500
3570|presentation skills|250
3571|presentation skills|250
3572|tableau|0
3573|data warehouse introduction|0
3574|power bi |0
3575|birst|0
3576|finance pour non-financiers|1843
3577|225n1 - coachen en leiden: basis - module 1 (van 2)|500
3578|european expert meeting on rotavirus vaccination (eerovac 2017)|750
3579|ibm planning analytics deep dive with ibm|250
3580|safari books online subscription|454
3581|sas base exam|160
3582|business analysis|500
3583|functional analysis|500
3584|convaincre vos clients / collaborateurs|534
3585|coacher et gerer une equipe 1/2|0
3586|implementing data warehouses with integration services|1800
3587|sql server performance tuning|500
3588|dis2017|125
3589|gegevensanalyse|750
3590|di summit|372,5
3591|dis2017 |372,5
3592|di summit bxl|372,5
3593|di summit|125
3594|qlik saas training|500
3595|happy at work|485
3596|prosci® change management - public certification program|3945
3597|deep learning (statistics.com)|519
3598|pipelineai distributed tensorflow ai + gpu workshop|189
3599|scrum master |1600
3600|legaltech belgium meetup (kickoff)|10
3601|disc training|250
3602|tagetik|923
3603|sas base programming for sas 9|292
3604|gartner|750
3605|business process modeling notation (bpmn)|500
3606|cognos analytics (ca) & watson analytics (wa) workshop|500
3607|j4058gsbe ibm cognos analytics - author reports fundamentals (v11.0) - spvc  |1002
3608|ibm cognos analytics - author reports advanced (v11.0) - spvc|338
3609|tagetik reporting|1874
3610|certified scrummaster|0
3611|deep learning|100
3612|techorama (2nd try)|1575
3613|spark development (https://www.thinkbiganalytics.com/datasheet-databricks-spark-development-bootcamp/)|3707
3614|ibm cognos & watson analythics training|500
3615|books|376
3616|neo4j graph data modelling |514
3617|disc training|250
3618|neo4j graph data modelling|504
3619|disc training|250
3620|azure kickstart|795
3621|l?évènement « why are women not satisfied with the way marketing treats them ? »  |155
3622|azure kickstart|125
3623|cognos analytics - author reports fundamentals (v11.0) - spvc|250
3624|cefora - 019f time management|250
3625|azure kickstart|125
3626|ibm cognos analytics - author reports fundamentals|250
3627|disc training|250
3628|sas forum 2017|250
3629|bw310 - bw - enterprise data warehousing|4575
3630|analyzing sensory data with r - sebastien le & thierry worch|78
3631|azure kickstart|250
3632|azure kickstart|125
3633|sas partner knowledge booster on the new sas platform : sas viya|125
3634|udacity ai course|744
3635|microsoft sql server analysis services tabular|0
3636|udacity - artificial intelligence - term 1|744
3637|ai nano degree udacity|744
3638|training agile : kanban|0
3639|aws benelux summit|250
3640|cefora - 019f time management - day 2|250
3641|aws certified solutions architect - associate 2017|10
3642|aws certified sysops administrator - associate 2017|10
3643|advanced ai: deep reinforcement learning in python|10
3644|deep learning a-z?: hands-on artificial neural networks|10
3645|digital transformation summit|320
3646|azure kickstart|125
3647|sas knowledge booster on sas va|0
3648|ais training (bdp - ftom1)|1000
3649|sas enterprise guide 1: querying and reporting (eg 7.1) |675
3650|digital transformation summit|320
3651|sas forum belux 2017|250
3652|sas viya|125
3653|technology and digital trends for a smarter world with brice le blévennec  [bmma lunch]|155
3654|sas forum belux|0
3655|sas forum belux17|0
3656|book: the phoenix project|19
3657|introduction to sas technology for eu gdpr|1308
3658|iot convention|315
3659|iot convention|250
3660|management de la qualité dans les établissements de soins|2150
3661|management de la qualité dans les établissements de soins|250
3662|management de la qualité dans les établissements de soins|250
3663|management de la qualité dans les établissements de soins|250
3664|management de la qualité dans les établissements de soins|250
3665|ibm tech sales conference|1024
3666|sas forum|0
3667|sas gdpr tools|650
3668|sas gdpr tools|525
3669|data scientist with python on datacamp|266
3670|tableau advanced training|0
3671|sas visual analytics|975
3672|microsoft sql server analysis services tabular |1400
3673|spark streaming with scala|285
3674|sas gdpr|1300
3675|test 1|350
3676|test for the workflow|600
3677|les compétences clés d'un consultant|500
3678|gestion du temps|250
3679|pmi (prince2...)|0
3680|programme in europeandata protection (gdpr)certified dpo educationmodule a|0
3681|machine learning a-z - udemy|515
3682|cspo - certified scrum product owner|2020
3683|sas visual analytics: fast track|1725
3684|learning day datacamp|250
3685|data science summer school|1250
3686|learning day datacamp|250
3687|neo4j graphtalks - brussels|250
3688|tagetik consolidation|1380
3689|cognos (10) report studio - getting to know the basics|500
3690|spark summit europe 2017|3296
3691|data science bootcamp|3500
3692|test|100
3693|data science summer school|1298
3694|dataflux data management studio: essentials |0
3695|forecasting using sas forecast server software|500
3696|sas visual analytics: fast track|1725
3697|opleiding cafetariaplan & mobiliteit|275
3698|opleiding cafetariaplan & mobiliteit|275
3699|sas visual analytics: fast track|1725
3700|dutch courses|480
3701|learning day|250
3702|disc training|250
3703|disc training|250
3704|qlik sense training|1700
3705|agile pm training|645
3706|qlik sense training|1700
3707|qlik training|1700
3708|agile pm training|645
3709|disc training|250
3710|datawarehousing concepts (internal)|0
3711|data warehousing and data modelling concepts training|500
3712|agile pm training|1145
3713|dutch course / table of conversation|480
3714|agile pm training|645
3715|consulting skills|500
3716|datawarehouse concepts|500
3717|the innovation process- workshop|470
3718|disc training|250
3719|the innovation process workshop|470
3720|qliksense 092017|1100
3721|the innovation process - workshop|470
3722|dutch course|480
3723|agile pm training|645
3724|qlik|1100
3725|bw305 - sap business warehouse query design and analysis|500
3726|pmi - pmp (project manager professional)|3920
3727|agile pm training|645
3728|agile pm|0
3729|pmbok guide. 5th edition|116
3730|lean six sigma black belt|3745
3731|cours d'anglais niveau b2 |1720
3732|agile pm training|645
3733|prince2® practitioner|1800
3734|ibm cognos analytics - author reports fundamentals|250
3735|agile pm training|645
3736|agile pm |645
3737|dsdm - agile pm|645
3738|mdm0 - mastering a master data management program|757
3739|6031f - relax and learn : l?entreprise connectée |0
3740|gestion du temps|250
3741|ntegrating big data, hadoop, nosql and spark in the analytics environment|1950
3742|recruitment training|1940
3743|spark summit 2017|2994,5
3744|design thinking workshop|250
3745|design thinking workshop|250
3746|adobe experience cloud demo|0
3747|qlik sense training|1100
3748|474f - consulting vaardigheden, consulting skills|0
3749|266f - introduction to agile methods|250
3750|311f - business analysis: mise en pratique|500
3751|474f - consulting vaardigheden, consulting skills|500
3752|dsdm - agile pm|0
3753|dsdm - agile pm|0
3754|disc|0
3755|disc training|0
3756|design thinking|0
3757|design thinking|0
3758|het logisch datawarehouse - architectuur, ontwerp en technologie|1850
3759|learning day datacamp|250
3760|learning day datacamp|250
3761|sap teched 2017|2540
3762|machine learning a-z - udemy|250
3763|machine learning a-z - udemy|250
3764|solvay executive master module 1 |1300
3765|solvay executive master module 2|650
3766|executive master in digital marketing & communication (module 1)|1300
3767|executive master in digital marketing & communication (module 2)|650
3768|executive master in digital mkt & comm (module 1)|1300
3769|executive master in digital mkt & comm (module 2)|650
3770|budgeting and planning|1854
3771|digita first|0
3772|design thinking|250
3773|design thinking|250
3774|design thinking |250
3775|dutch courses|480
3776|solvay data protection program (1/2)|2100
3777|solvay data protection program (2/2)|2100
3778|english courses|830
3779|english courses|500
3780|dl1260n - duits voor de ict-sector e-learning|0
3781|dl529n - engels: bedrijfswoordenschat via smartphone of tablet|0
3782|design thinking|250
3783|dl805n1 - eenvoudig projectmanagement voor beginners: het project ontleden - module 1 (van 4)|0
3784|dl805n2 - eenvoudig projectmanagement voor beginners: onderhandel over de middelen - module 2 (van 4)|0
3785|dl805n3 - eenvoudig projectmanagement voor beginners: menselijke factoren - module 3 (van 4)  |0
3786|dl805n4 - eenvoudig projectmanagement voor beginners: projectrisico''s - module 4 (van 4)|0
3787|executive programme in digital communication and marketing module 1|1300
3788|executive programme in digital communication and marketing module 2|650
3789|employer branding |995
3790|master in marketing (module 1)|1300
3791|master in digital marketing (module 2)|650
3792|pmi pmp certification|349,36000000000001
3793|ibm cognos analytics - author reports advanced|125
3794|ibm cognos analytics - author reports advanced|125
3795|ibm cognos analytics - author reports advanced|125
3796|ibm cognos analytics - author reports advanced|125
3797|data science experience (dsx) workshop|500
3798|power bi https://www.u2u.be/training/power-bi-for-bi-professionals|3150
3799|consultingvaardighedenhttps://www.cevora.be/bedrijven/infofiche=474n|500
3800|design thinking|500
3801|ibm data science experience (dsx) workshop|500
3802|keyrus data science bootcamp|5000
3803|logical dwh|250
3804|bootcamp: tableau (data visualization)|500
3805|employer branding|0
3806|qlik training|750
